Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1760583837,20,GET,/search?q=runbook,2.000000,0.000000,1400,1500,1500,1600,1600,1600,1600,1600,1600,1600,1600,20,0,610.0,879.1209150000213,329.5866999978898,1585.5042000002868,502.0
1760583837,20,,Aggregated,9.100000,0.000000,190,940,1000,1200,1400,1500,1600,1600,1600,1600,1600,110,0,440.0,559.6184990910842,13.643199999933131,1585.5042000002868,524.3636363636364
1760583838,20,POST,/auth/login,1.500000,0.000000,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,1500,20,0,680.0,839.3810649997249,282.6859999986482,1472.3833999996714,1312.0
1760583838,20,GET,/docs/905ddca7-63d9-4f79-850b-04ea2a80a17e,0.900000,0.000000,19,51,52,430,650,1200,1200,1200,1200,1200,1200,14,0,19,232.89783571479867,12.42160000037984,1179.2997999982617,639.0
1760583838,20,GET,/docs/c04d7e21-b10c-47ce-9bdb-2109ba7a77b1,0.600000,0.000000,17,17,21,21,38,38,38,38,38,38,38,8,0,17,71.56774999975823,13.643199999933131,435.2251999989676,279.0
1760583838,20,GET,/search?q=incidente,3.700000,0.000000,99,380,920,930,1100,1200,1400,1400,1400,1400,1400,53,0,140.0,443.44044150976805,29.91660000043339,1376.9720999989659,218.33962264150944
1760583838,20,GET,/search?q=runbook,1.500000,0.000000,1400,1500,1500,1600,1600,1600,1600,1600,1600,1600,1600,20,0,610.0,879.1209150000213,329.5866999978898,1585.5042000002868,502.0
1760583838,20,,Aggregated,8.200000,0.000000,100,920,1000,1100,1400,1500,1600,1600,1600,1600,1600,115,0,440.0,536.5695191305903,12.42160000037984,1585.5042000002868,513.304347826087
1760583839,20,POST,/auth/login,1.000000,0.000000,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,1500,20,0,680.0,839.3810649997249,282.6859999986482,1472.3833999996714,1312.0
1760583839,20,GET,/docs/905ddca7-63d9-4f79-850b-04ea2a80a17e,0.800000,0.000000,19,51,52,430,650,1200,1200,1200,1200,1200,1200,14,0,19,232.89783571479867,12.42160000037984,1179.2997999982617,639.0
1760583839,20,GET,/docs/c04d7e21-b10c-47ce-9bdb-2109ba7a77b1,0.700000,0.000000,17,17,21,21,38,38,38,38,38,38,38,8,0,17,71.56774999975823,13.643199999933131,435.2251999989676,279.0
1760583839,20,GET,/search?q=incidente,4.300000,0.000000,58,140,380,440,940,1000,1200,1200,1200,1200,1200,58,0,100.0,409.07226034511854,29.91660000043339,1376.9720999989659,201.58620689655172
1760583839,20,GET,/search?q=runbook,1.000000,0.000000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,20,0,610.0,879.1209150000213,329.5866999978898,1585.5042000002868,502.0
1760583839,20,,Aggregated,7.800000,0.000000,51,140,440,650,1000,1000,1200,1200,1200,1200,1200,120,0,440.0,516.0778533334754,12.42160000037984,1585.5042000002868,492.9166666666667
1760583840,20,POST,/auth/login,0.500000,0.000000,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,1500,20,0,680.0,839.3810649997249,282.6859999986482,1472.3833999996714,1312.0
1760583840,20,GET,/docs/905ddca7-63d9-4f79-850b-04ea2a80a17e,1.100000,0.000000,19,51,52,430,650,1200,1200,1200,1200,1200,1200,14,0,19,232.89783571479867,12.42160000037984,1179.2997999982617,639.0
1760583840,20,GET,/docs/c04d7e21-b10c-47ce-9bdb-2109ba7a77b1,0.700000,0.000000,17,17,17,17,38,38,38,38,38,38,38,8,0,17,71.56774999975823,13.643199999933131,435.2251999989676,279.0
1760583840,20,GET,/search?q=incidente,4.600000,0.000000,58,100,330,440,930,1000,1100,1200,1200,1200,1200,63,0,94,381.6285396827706,29.91660000043339,1376.9720999989659,187.4920634920635
1760583840,20,GET,/search?q=runbook,1.000000,0.000000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,20,0,610.0,879.1209150000213,329.5866999978898,1585.5042000002868,502.0
1760583840,20,,Aggregated,7.900000,0.000000,49,51,59,76,140,1100,1200,1200,1200,1200,1200,125,0,430.0,497.9659944001178,12.42160000037984,1585.5042000002868,474.16
1760583841,20,POST,/auth/login,0.500000,0.000000,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,1500,20,0,680.0,839.3810649997249,282.6859999986482,1472.3833999996714,1312.0
1760583841,20,GET,/docs/905ddca7-63d9-4f79-850b-04ea2a80a17e,1.300000,0.000000,19,29,51,52,650,1200,1200,1200,1200,1200,1200,15,0,23,219.30640666711648,12.42160000037984,1179.2997999982617,639.0
1760583841,20,GET,/docs/c04d7e21-b10c-47ce-9bdb-2109ba7a77b1,0.700000,0.000000,17,17,38,38,55,55,55,55,55,55,55,9,0,17,69.75315555529151,13.643199999933131,435.2251999989676,279.0
1760583841,20,GET,/search?q=incidente,4.500000,0.000000,50,54,64,85,140,140,1200,1200,1200,1200,1200,71,0,76,344.4640704227323,29.756600000837352,1376.9720999989659,169.07042253521126
1760583841,20,GET,/search?q=runbook,1.000000,0.000000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,20,0,610.0,879.1209150000213,329.5866999978898,1585.5042000002868,502.0
1760583841,20,,Aggregated,8.000000,0.000000,49,52,58,76,140,650,1200,1200,1200,1200,1200,135,0,330.0,464.77306000009844,12.42160000037984,1585.5042000002868,447.25925925925924
1760583842,20,POST,/auth/login,0.000000,0.000000,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,1500,20,0,680.0,839.3810649997249,282.6859999986482,1472.3833999996714,1312.0
1760583842,20,GET,/docs/905ddca7-63d9-4f79-850b-04ea2a80a17e,1.300000,0.000000,23,51,52,52,650,1200,1200,1200,1200,1200,1200,15,0,23,219.30640666711648,12.42160000037984,1179.2997999982617,639.0
1760583842,20,GET,/docs/c04d7e21-b10c-47ce-9bdb-2109ba7a77b1,0.700000,0.000000,17,38,38,55,55,55,55,55,55,55,55,9,0,17,69.75315555529151,13.643199999933131,435.2251999989676,279.0
1760583842,20,GET,/search?q=incidente,4.600000,0.000000,50,54,64,85,140,240,1100,1200,1200,1200,1200,78,0,63,320.5016782053579,29.756600000837352,1376.9720999989659,156.05128205128204
1760583842,20,GET,/search?q=runbook,0.500000,0.000000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,20,0,610.0,879.1209150000213,329.5866999978898,1585.5042000002868,502.0
1760583842,20,,Aggregated,7.100000,0.000000,49,52,59,76,140,650,1200,1200,1200,1200,1200,142,0,190.0,445.6798943663184,12.42160000037984,1585.5042000002868,426.3943661971831
1760583843,20,POST,/auth/login,0.000000,0.000000,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,1500,20,0,680.0,839.3810649997249,282.6859999986482,1472.3833999996714,1312.0
1760583843,20,GET,/docs/905ddca7-63d9-4f79-850b-04ea2a80a17e,1.200000,0.000000,23,29,51,52,76,76,76,76,76,76,76,16,0,23,210.35905625035412,12.42160000037984,1179.2997999982617,639.0
1760583843,20,GET,/docs/c04d7e21-b10c-47ce-9bdb-2109ba7a77b1,0.700000,0.000000,17,17,38,38,55,55,55,55,55,55,55,11,0,17,59.95899090901896,13.643199999933131,435.2251999989676,279.0
1760583843,20,GET,/search?q=incidente,3.900000,0.000000,50,55,74,79,140,370,400,550,550,550,550,86,0,75,312.3032534887136,29.756600000837352,1376.9720999989659,143.7674418604651
1760583843,20,GET,/search?q=runbook,0.000000,0.000000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,20,0,610.0,879.1209150000213,329.5866999978898,1585.5042000002868,502.0
1760583843,20,,Aggregated,5.800000,0.000000,49,52,59,74,100,260,400,550,550,550,550,153,0,140.0,426.4928967322168,12.42160000037984,1585.5042000002868,404.8169934640523
1760583844,20,POST,/auth/login,0.000000,0.000000,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,1500,20,0,680.0,839.3810649997249,282.6859999986482,1472.3833999996714,1312.0
1760583844,20,GET,/docs/905ddca7-63d9-4f79-850b-04ea2a80a17e,1.300000,0.000000,23,29,35,57,76,76,76,76,76,76,76,18,0,29,192.07978333361098,12.42160000037984,1179.2997999982617,639.0
1760583844,20,GET,/docs/c04d7e21-b10c-47ce-9bdb-2109ba7a77b1,0.500000,0.000000,17,17,38,38,55,55,55,55,55,55,55,12,0,17,56.088066666537394,13.50789999924018,435.2251999989676,279.0
1760583844,20,GET,/search?q=incidente,4.700000,0.000000,49,53,64,75,100,370,400,550,550,550,550,89,0,74,303.08584269700117,29.756600000837352,1376.9720999989659,139.73033707865167
1760583844,20,GET,/search?q=runbook,0.000000,0.000000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,20,0,610.0,879.1209150000213,329.5866999978898,1585.5042000002868,502.0
1760583844,20,,Aggregated,6.500000,0.000000,49,50,57,64,87,260,400,550,550,550,550,159,0,100.0,411.793537736047,12.42160000037984,1585.5042000002868,399.7861635220126
1760583845,20,POST,/auth/login,0.000000,0.000000,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,1500,20,0,680.0,839.3810649997249,282.6859999986482,1472.3833999996714,1312.0
1760583845,20,GET,/docs/905ddca7-63d9-4f79-850b-04ea2a80a17e,1.100000,0.000000,29,35,76,76,320,400,400,400,400,400,400,20,0,35,209.21925000020565,12.42160000037984,1179.2997999982617,639.0
1760583845,20,GET,/docs/c04d7e21-b10c-47ce-9bdb-2109ba7a77b1,0.500000,0.000000,15,17,38,38,55,55,55,55,55,55,55,13,0,17,52.82974615385263,13.50789999924018,435.2251999989676,279.0
1760583845,20,GET,/search?q=incidente,5.300000,0.000000,50,54,75,79,260,370,400,550,550,550,550,91,0,75,303.1597736267281,29.756600000837352,1376.9720999989659,137.1868131868132
1760583845,20,GET,/search?q=runbook,0.000000,0.000000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,20,0,610.0,879.1209150000213,329.5866999978898,1585.5042000002868,502.0
1760583845,20,,Aggregated,6.900000,0.000000,49,54,64,76,290,370,400,550,550,550,550,164,0,140.0,407.4923823172645,12.42160000037984,1585.5042000002868,397.3841463414634
1760583846,20,POST,/auth/login,0.000000,0.000000,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,1500,20,0,680.0,839.3810649997249,282.6859999986482,1472.3833999996714,1312.0
1760583846,20,GET,/docs/905ddca7-63d9-4f79-850b-04ea2a80a17e,1.000000,0.000000,29,35,76,76,320,400,400,400,400,400,400,21,0,35,199.9082952383365,12.42160000037984,1179.2997999982617,639.0
1760583846,20,GET,/docs/c04d7e21-b10c-47ce-9bdb-2109ba7a77b1,0.700000,0.000000,17,38,55,55,68,68,68,68,68,68,68,14,0,17,53.928400000066695,13.50789999924018,435.2251999989676,279.0
1760583846,20,GET,/search?q=incidente,5.500000,0.000000,50,63,76,81,290,370,550,550,550,550,550,93,0,74,297.96510645195747,29.756600000837352,1376.9720999989659,134.752688172043
1760583846,20,GET,/search?q=runbook,0.000000,0.000000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,20,0,610.0,879.1209150000213,329.5866999978898,1585.5042000002868,502.0
1760583846,20,,Aggregated,7.200000,0.000000,49,56,74,79,290,370,400,550,550,550,550,168,0,100.0,399.01110892876767,12.42160000037984,1585.5042000002868,393.67261904761904
1760583847,20,POST,/auth/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,680.0,839.3810649997249,282.6859999986482,1472.3833999996714,1312.0
1760583847,20,GET,/docs/905ddca7-63d9-4f79-850b-04ea2a80a17e,1.000000,0.000000,35,76,230,320,400,640,640,640,640,640,640,25,0,35,203.97170400014147,12.42160000037984,1179.2997999982617,639.0
1760583847,20,GET,/docs/c04d7e21-b10c-47ce-9bdb-2109ba7a77b1,0.700000,0.000000,18,38,55,62,68,68,68,68,68,68,68,16,0,17,52.223549999780516,13.50789999924018,435.2251999989676,279.0
1760583847,20,GET,/search?q=incidente,5.100000,0.000000,53,67,79,87,320,400,550,550,550,550,550,96,0,67,295.1440364586612,29.756600000837352,1376.9720999989659,131.29166666666666
1760583847,20,GET,/search?q=runbook,0.000000,0.000000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,20,0,610.0,879.1209150000213,329.5866999978898,1585.5042000002868,502.0
